"Echo Park Lake","Natural Attractions"
"Eastern Point Beach Groton, Ct","Beach"
"Charles River","Natural Attractions"
"Gantry Plaza State Park","Urban Park"
"Glen Canyon Dam Bridge","Natural Attractions"
"Mojave National Preserve","Natural Attractions"
"New York Botanical Garden","Natural Attractions"
"La Jolla Cove","Beach"
"Coronado Beach","Beach"
"Midtown Miami Beach","Beach"
"Santa Cruz Beach Boardwalk","Beach"
"Riverfront Savannah","Other"
"Pacific Beach, San Diego","Beach"
"Glacier National Park","Natural Attractions"
"San Francisco, Golden Gate Bridge","Urban Park"
"New York, Central Park","Urban Park"
"Smith Rock State Park","Natural Attractions"
"Lakewood, Mandan, North Dakota","Other"
"Goosenecks State Park","Natural Attractions"
"The Brooklyn Bridge","Urban Park"
"Minnewaska State Park","Natural Attractions"
"Central Park Columbus Circle","Urban Park"
"Lake Michigan","Natural Attractions"
"Goblin Valley State Park","Natural Attractions"
"Capitol Reef National Park","Natural Attractions"
"Mount Washington State Park","Natural Attractions"
"Lake Eola Park","Urban Park"
"Big Basin Redwoods State Park","Natural Attractions"
"New River Gorge Bridge","Natural Attractions"
"Jackson Lake","Natural Attractions"
"Grand Canyon West Rim","Grand Canyon"
"Missouri River","Natural Attractions"
"Sand Harbor Beach","Beach"
"Shoshone Falls State Park","Natural Attractions"
"Peter's Point Beach","Beach"
"Holland State Park","Beach"
"Lake Union Park","Urban Park"
"Lummus Park, Miami Beach","Beach"
"McWay Falls","Natural Attractions"
"Hume Lake","Natural Attractions"
"Devil's Lake State Park","Natural Attractions"
"Devil's Lake","Natural Attractions"
"Muscle Beach","Beach"
"Kings Canyon National Park","Natural Attractions"
"Monument Valley Campground","Natural Attractions"
"Sunshine Skyway Bridge","Other"
"Acadia National Park","Natural Attractions"
"Huntington Beach Pier","Beach"
"Multnomah Falls","Natural Attractions"
"Cedar Lake Beach","Beach"
"Mackinaw Bridge","Other"
"Central Park Columbus Circle NYC","Urban Park"
"Marshall's Beach","Beach"
"Watkins Glen State Park Gorge Trail","Natural Attractions"
"Washington Square Park","Urban Park"
"Humboldt Redwoods State Park","Natural Attractions"
"Trillium Lake","Natural Attractions"
"Central Park the Pond","Urban Park"
"Lake Champlain","Natural Attractions"
"Delaware Memorial Bridge","Other"
"Lake DeSmet","Natural Attractions"
"Great Sand Dunes National Park","Natural Attractions"
"Atlanta Botanical Garden","Natural Attractions"
"Lake Mead","Natural Attractions"
"360 Bridge at Lake Austin","Natural Attractions"
"Oakwood Beach Chicago","Beach"
"Black Canyon of the Gunnison National Park","Natural Attractions"
"Crane Beach Ipswich , Ma","Beach"
"Yellowstone Lake","Natural Attractions"
"San Francisco Botanical Garden","Natural Attractions"
"South Beach","Beach"
"Monument Valley State Park","Natural Attractions"
"Ediza Lake","Natural Attractions"
"Yosemite Westgate Lodge","Natural Attractions"
"Grand Canyon National Park, Arizona, Usa","Grand Canyon"
"Falls Park on the Reedy River","Natural Attractions"
"Little Cultus Lake","Natural Attractions"
"Eagle Point","Natural Attractions"
"St. Johns Bridge","Other"
"Tahoe Lakeshore Lodge & Spa","Natural Attractions"
"Location","Category"
"American Falls","Natural Wonders"
"Mesa Verde National Park","Natural Attractions"
"Antelope Canyon Navajo Tours","Natural Wonders"
"Yellowstone Falls","Natural Wonders"
"East Lake Tohopekaliga","Water Activities"
"Rainbow Springs State Park","Natural Attractions"
"La Jolla Shores Park And Beach","Beaches"
"Corolla Beach, NC.","Beaches"
"Goleta Beach","Beaches"
"Westgate Cocoa Beach Pier","Beaches"
"Lady Bird Lake","Water Activities"
"San Diego Beaches","Beaches"
"Saguaro National Park","Natural Attractions"
"South Lake Tahoe","Water Activities"
"Rocky Creek Bridge","Bridges"
"San Mateo–Hayward Bridge","Bridges"
"The San Antonio River Walk","Scenic Walks"
"Bryant Park","Miscellaneous"
"Residence Inn by Marriott Miami Beach South Beach","Resorts"
"Evanston Beach","Beaches"
"View Hotel - Monument Valley","Miscellaneous"
"Lake Charlevoix","Water Activities"
"East River State Park","Natural Attractions"
"Myrtle Beach Boardwalk","Beaches"
"China Cove Beach","Beaches"
"Range Pond State Park","Natural Attractions"
"Historic Navajo Bridge","Bridges"
"Paradise Cove Beach Cafe","Beaches"
"Mono Lake","Natural Attractions"
"Alki Beach Viewpoint","Beaches"
"Riverfront Park","Natural Attractions"
"Congress Bridge","Bridges"
"Natural Bridges State Beach","Beaches"
"Panther Beach","Beaches"
"Bay Forest Beach","Beaches"
"Phelps Lake Trail","Natural Attractions"
"Potomac River National Park","Natural Attractions"
"Grand Canyon USA","Natural Wonders"
"Great Falls Park","Natural Attractions"
"Havasu Falls","Natural Wonders"
"Mirror Lake (California)","Water Activities"
"Humbug Mountain State Park","Natural Attractions"
"Columbia Rock Yosemite Falls Trail","Natural Attractions"
"Harvard Bridge","Bridges"
"Narada Falls","Natural Wonders"
"North Beach Park","Beaches"
"Lewisville Lake","Water Activities"
"Long Beach Island, NJ","Beaches"
"North Beach, San Francisco","Beaches"
"Coronado Beach, San Diego","Beaches"
"Eagle Mountain Lake","Water Activities"
"Golden Gate Park","Natural Attractions"
"Calaveras Big Trees State Park","Natural Attractions"
"Trinidad State Beach","Beaches"
"Flathead Lake","Water Activities"
"Manhattan Beach Pier","Beaches"
"Ed Koch Queensboro Bridge","Bridges"
"Las Olas Blvd Beach","Beaches"
"Lake Buena Vista Resort Village & Spa","Resorts"
"Zuma Beach","Beaches"
"Universal's Cabana Bay Beach Resort","Resorts"
"Watkins Glen State Park","Natural Attractions"
"Holiday Inn Miami Beach-Oceanfront","Resorts"
"Bodega South Beach","Beaches"
"South Beach Miami","Beaches"
"Mike O'Callaghan–Pat Tillman Memorial Bridge","Bridges"
"Moonshine Beach","Beaches"
"Mount Diablo State Park","Natural Attractions"
"Lake Whitney","Water Activities"
"Riverchase Galleria","Miscellaneous"
"Tipton Lakes Marina","Water Activities"
"Redondo Beach Pier","Beaches"
"Detroit Riverfront","Water Activities"
"Darwin Falls Wilderness","Natural Attractions"
"Yosemite Falls, Yosemite","Natural Wonders"
"Jedediah Smith Redwoods State Park","Natural Attractions"
"Gateway Arch National Park","Natural Attractions"
"Olympic National Park","Natural Attractions"
"North Beach Park Racine","Beaches"
"Franconia Notch State Park","Natural Attractions"
"Lake Crescent","Water Activities"
"Sequoia National Park California","Natural Attractions"
"Rialto Beach","Beaches"
"Malibu Beaches","Beaches"
"Yosemite Falls","Natural Wonders"
"Naples Pier Beach","Beaches"
"Naples Beach, Fl","Beaches"
"Point State Park","Natural Attractions"
"Glacier Point","Natural Wonders"
"Matthaei Botanical Gardens","Botanical Gardens"
"Virginia Beach Oceanfront","Beaches"
"Thornton State Beach","Beaches"
"Eno River","Water Activities"
"Loews Miami Beach Hotel","Resorts"
"Chapman Falls","Natural Wonders"
"Brooklyn Botanic Garden","Botanical Gardens"
"Pacific Beach","Beaches"
"Memphis, Tennessee. Mississippi River","Water Activities"
"Anastasia State Park","Natural Attractions"
"Lake Washington","Water Activities"
"Dallas Arboretum and Botanical Garden","Botanical Gardens"
"Ebell Long Beach","Miscellaneous"
"River Walk","Scenic Walks"
"Annadel State Park","Natural Attractions"
"Dead Horse Point State Park","Natural Attractions"
"Anna Ruby Falls","Natural Wonders"
"Fontainebleau Miami Beach","Resorts"
"Village/Big Bear Lake","Water Activities"
"Tacoma Narrows Bridge (1940)","Bridges"
"Pebble Beach 17 Mile Drive","Beaches"
"Missouri Botanical Garden","Botanical Gardens"
"John A. Roebling Suspension Bridge","Bridges"
"Lake Tohopekaliga","Water Activities"
"North Lake Tahoe","Water Activities"
"Rainbow Bridge National Monument","Natural Wonders"
"Ben Franklin Bridge, Philadelphia.","Bridges"
"Julia Pfeiffer Burns State Park","Natural Attractions"
"Blackwater Falls State Park","Natural Attractions"
"Mississippi River","Water Activities"
"Balboa Pier, Newport Beach","Beaches"
"Dry Tortugas National Park","Natural Attractions"
"San Francisco Bay Bridge","Bridges"
"El Mirage Lake","Water Activities"
"Santa Monica State Beach","Beaches"
"Lovers Key State Park","Natural Attractions"
"Boomer Lake","Water Activities"
"Lincoln Road, South Beach. Miami","Beaches"
"Robert H. Meyer Memorial State Beach","Beaches"
"Chain O'Lakes","Water Activities"
"Riverwalk San Antonio Texas","Scenic Walks"
"Key Biscayne - Crandon Beach","Beaches"
"Great Smoky Mountains National Park","Natural Attractions"
"Topaz Lake Park","Water Activities"
"Lake Baldwin","Water Activities"
"Holiday Inn Grand Canyon","Resorts"
"Central Park, New York City","Natural Attractions"
"Mono Lake Tufa State Natural Reserve","Natural Attractions"
"North Cascades National Park","Natural Attractions"
"Ocean Beach, San Diego","Beaches"
"Liberty State Park","Natural Attractions"
"Pacifica State Beach","Beaches"
"Santa Monica Beach - Los Angeles - California","Beaches"
"Hard Rock Cafe Niagara Falls, USA","Miscellaneous"
"Zilker Botanical Garden","Botanical Gardens"
"Bellagio Conservatory & Botanical Garden","Botanical Gardens"
"Coronado Beach, San Diego, CA","Beaches"
"Eldorado Canyon State Park","Natural Attractions"
"Pedernales Falls State Park","Natural Attractions"
"Coral Pink Sand Dunes State Park","Natural Attractions"
"Williamsburg Bridge","Bridges"
"Lake Dardanelle State Park","Natural Attractions"
"San Carlos Beach","Water Activities"
"Pedernales River","Water Activities"
"Hopkinton State Park","Natural Attractions"
"Silver Springs State Park","Natural Attractions"
"Lake Travis","Water Activities"
"Lake Mead National Recreation Area","Natural Attractions"
"Siesta Key Beach","Beaches"
"Convict Lake","Natural Attractions"
"Tomoka State Park","Natural Attractions"
"Horseshoe Bend, Page, AZ","Natural Wonders"
"Ocean Drive, Miami Beach, USA","Beaches"
"Lake Norman","Water Activities"
"Lake Tahoe – Nevada State Park","Natural Attractions"
"Yosemite Valley Lodge","Natural Attractions"
"Russian River","Water Activities"
"Mississippi River Bridge","Bridges"
"Venice Municipal Beach","Beaches"
"Pennybacker Bridge","Bridges"
"Sonoma Coast State Park","Natural Attractions"
"Fort Myers Beach Pier","Beaches"
"Lake Artemesia","Water Activities"
"W Chicago - Lakeshore","Miscellaneous"
"Lady Bird Lake Hike and Bike Trail","Scenic Walks"
"Tioga Lake","Water Activities"
"Ocean Beach, San Francisco","Beaches"
"Pebble Beach Carmel","Beaches"
"Washington Oaks Gardens State Park","Natural Attractions"
"New Melones Lake","Water Activities"
"Castleton Bridge","Bridges"
"Fort Snelling State Park","Natural Attractions"
"Muir Woods National Park","Natural Attractions"
"Lower Yosemite Fall","Natural Wonders"
"Starlight Lake","Water Activities"
"Pinnacles National Park","Natural Attractions"
"Lake Quinault","Water Activities"
"Kern County Lake Isabella","Water Activities"
"Riverside Park Promenade","Natural Attractions"
"Crater Lake National Park","Natural Attractions"
"Hoboken Riverside Park","Water Activities"
"Tioga Lodge at Mono Lake","Resorts"
"Mission Beach San Diego, CA,America","Beaches"
"Navajo Bridge Interpretive Center","Bridges"
"Diablo Lake","Water Activities"
"Rasar State Park","Natural Attractions"
"Rock Creek Lake","Water Activities"
"The Redondo Beach Hotel","Resorts"
"Cedar River (Iowa River)","Water Activities"
"Lake Union","Water Activities"
"Sand City Beach","Beaches"
"Grand Canyon West Arizona","Natural Attractions"
"Lake Palmdale","Water Activities"
"Hanging Lake","Natural Attractions"
"Lake Sammamish State Park","Natural Attractions"
"Platte River (Michigan)","Water Activities"
"Surfrider Beach","Beaches"
"Henry Cowell Redwoods State Park","Natural Attractions"
"Grand Lake Marina","Water Activities"
"Ducky Beach","Beaches"
"Seaside Heights Beach & Boardwalk","Beaches"
"Carmel Beach CA","Beaches"
"Jordanelle State Park","Natural Attractions"
"Adventurous Antelope Canyon Tours","Natural Wonders"
"Big Bend National Park","Natural Attractions"
"Humarock Beach/4th Cliff","Beaches"
"Grand Canyon Of Colorado","Natural Wonders"
"Silver Lake Michigan ~ Dunes","Natural Attractions"
"Crowley Lake","Water Activities"
"Tower Bridge (California)","Bridges"
"Salt Lake Temple","Miscellaneous"
"Capitol Hill (Salt Lake City)","Miscellaneous"
"Sand Key Beach","Beaches"
"Ruby River","Water Activities"
"San Simeon Beach State Park","Beaches"
"Coronado Central Beach","Beaches"
"Spouting Horn Beach Park","Beaches"
"Amtrak Susquehanna River Bridge","Bridges"
"Riverside Park (Manhattan)","Natural Attractions"
"Sunset Beach (Oahu)","Beaches"
"Vero Beach, Ocean Drive","Beaches"
"Northeast Cape Fear River","Water Activities"
"Denali National Park and Preserve","Natural Attractions"
"Savannah Riverfront","Water Activities"
"Talmadge Memorial Bridge","Bridges"
"Savannah River","Water Activities"
"Hammonasset Beach State Park","Beaches"
"Seacrest Beach Florida","Beaches"
"Bear Lake (Colorado)","Water Activities"
"South Pacific Beach, San Diego, California","Beaches"
"Lake Nona","Miscellaneous"
"Mendocino Coast Botanical Gardens","Natural Attractions"
"Grand Canyon West Airport","Miscellaneous"
"Badlands National Park","Natural Attractions"
"Kings River Outfitters","Water Activities"
"W South Beach","Resorts"
"Malibu Beach - Malibu, CA","Beaches"
"Royal Gorge Bridge & Park","Bridges"
"Hearst San Simeon State Park","Natural Attractions"
"San Francisco Golden Gate Bridge","Bridges"
